 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|busroutes
 bangalore|south-4|k r puram|32495|GKLPS JYOTHIPURA|Lower Primary|co-ed|kannada|3rd Cross, FCI Main Road, Dooravani Nagar Post, Vijnapura, Bangalore|Jyothipura|560016|Beside Shaneshwara Swamy Temple|500, 600
 bangalore|north-3|j c nagar|32311|GKHPS MAJOR RAMASWAMY PALYA|Upper Primary|co-ed|kannada|Nandi Durga Road, Chinnappa Garden Road|M.R.S Palya|560046|Near Anjaneya Swamy Temple|
 bangalore|north-2|malleswaram|33166|GKHPS KODANDARAMAPURA|Upper Primary|co-ed|kannada|11th Cross, Malleshwaram, 1st Cross, Coconut Trees Road, Bangalore|Kodandaramapuram|560003|Behind B.M.P.High School|
 bangalore|south-4|rammurthynagar|33325|GUMPS VIJINAPURA|Model Primary|co-ed|urdu|Flat From Road, Dooravani Nagar Post, Bangalore|Vijanapura|560016|Beside Masjid|0
 bangalore|north-3|banaswadi|32505|GKLPS LINGARAJAPURAM A BLOCK|Lower Primary|co-ed|kannada|Janaki Ram Road, 23rd Cross, Thomas Town Post, North 3|Lingarajapura|560084|Behind Banasavadi Railway Station|296
 bangalore|north-3|d.j. halli|32071|GKMPS DJ HALLI|Model Primary|co-ed|kannada|Periyar Nagar, D.J. Halli Post, Bangalore|D.J. Halli|560045|Beside Governament Hospital D.J. Halli|290, 291
 bangalore|north-3|kaval byrasandra|33156|GKLPS VENKATESHPURA|Lower Primary|co-ed|kannada|Rama Temple Road, Arabic College Post, K.G.Halli, Bangalore|Venkateshpura|560045|Opposite Rama Temple|290
 bangalore|north-2|yashwanthpura|32473|GULPS MK NAGAR|Lower Primary|co-ed|urdu|6th Main Road, 2nd Cross, 100 Feet Road, Bangalore|Mohankumar Nagar|560022|Beside St.Pauls English High School|
 bangalore|south-4|jodi huskur|33359|GKLPS THIRUMENAHALLI|Lower Primary|co-ed|kannada|Manduru Post, Bidarahalli Hobli, Banglaore|Thirumenahalli|560049|Near Thirumenahalli Bus Stop|
 bangalore|south-4|thanisandra|32797|GKLPS RACHENAHALLI|Lower Primary|co-ed|kannada|Shivarama Karanth Nagar Post||560077|Near Watertank|290 A, 290 J
 bangalore|south-4|thanisandra|32799|GUHPS R K HEGDE NAGAR|Lower Primary|co-ed|urdu|Shivarama Karanth Nagar Post||560077|Near Bus Stop|290 E, 290 F, G10, 291 J, 291 E
 bangalore|south-4|varthur|32897|GKHPS PANTUR|Upper Primary|co-ed|kannada|Panthuru Post, Varthuru Hobli|Panthuru|560103|Near Panthuru Bus Stop|336, 339, 327, 500 T, 500 A
 bangalore|south-4|varthur|32898|GKHPS RAMGONDANAHALLI|Upper Primary|co-ed|kannada|White Field Post, Varthur Main Road|Ramgondanahalli|560066|Near Ramgondanahalli Bus Stop|500, 600, 504
 bangalore|south-4|varthur|32901|GKLPS BHOGANAHALLI|Lower Primary|co-ed|kannada|Panthuru Post, Via Varthuru|Bhoganahalli||Near Bhoghanahalli Bus Stop|500, 336
 bangalore|south-4|varthur|32903|GKLPS MADHURANAGAR|Lower Primary|co-ed|kannada|Varthur Post, Varthur Hobli|Madhura Nagar|560087|Near K.N.R Store|329C, 328E
 bangalore|south-4|varthur|32904|GKHPS SIDDAPURA|Upper Primary|co-ed|kannada|White Field Post, Varthur Main Road|Siddapura|560066|Opposite Siddapura Bus Stop|500, 600, 504
 bangalore|south-4|varthur|32911|GKLPS KARIAMMANA AGRAHARA|Lower Primary|co-ed|kannada|Bellanduru Post, Varthuru Hobli|Kariyana Agrahara|560103|Near New Horizon College Bus Stop|500, 341
 bangalore|south-4|rammurthynagar|33322|GKLPS LAXMAN MURTHY NAGARA|Lower Primary|co-ed|kannada|Ramurthy Nagar post||560016|Little Flower Hospital|300E,500
 bangalore|north-4|chikkajala|33257|GKLPS MARANAYAKANAHALLI|Lower Primary|co-ed|kannada|Chikkajala Post, Jala Hobli, Bangalore|Maranayakanahalli|562157|Near Marayankanahalli Bus Stop|282 F
 bangalore|north-1|madanayakanahalli|33289|GKHPS LAKSHMIPURA (CHIKKABIDARAKALLU)|Upper Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Laxmipura|562123|Behind Laxmipura Bus Stop|263 C, 263 K, 240 F
 bangalore|north-1|madanayakanahalli|33297|GKLPS KAMMASANDRA (MADANAYAKANAHALLI)|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Kammasandra|562123|Behind Kammasandra Bus Stop|263 K
 bangalore|north-1|sondekoppa|33306|GKLPS HUNNIGERE (SONDEKOPPA)|Lower Primary|co-ed|kannada|Sondekoppa Post, Dasanpura Hobli, Bangalore North 1|Hunnegere|562130|Near Gerhalli Bus Stop|377, 374, 245
 bangalore|north-4|byatarayanapura|32179|GKMPS NAGAVARA|Model Primary|co-ed|kannada|Ambedkar Ground Road, Arabic College Post, Bangalore||560045|Behind Nagawara Bus Stop|290, 291 J
 bangalore|north-4|t dasarahalli|32834|GKLPS T.DASARAHALLI|Lower Primary|co-ed|kannada|T.Dasarahalli Post, N-4, 1st Main Road|T.Dasarahalli|560057|Near T.Dasarahalli Bus Stop|250, 251, 252, 253
 bangalore|north-4|t dasarahalli|32835|GKMPS BAGALAGUNTE|Model Primary|co-ed|kannada|Nagasandra Post|Bagalukunte|560073|Opposite B.B.M.P Office|250 C
 bangalore|north-4|t dasarahalli|32837|GKMPS T.DASARAHALLI|Model Primary|co-ed|kannada|T. Dasarahalli Post, N-4|T. Dasarahalli|560057|Near T.Dasarahalli Bus Stop|258 A, 258 B, 258 C, 250
 bangalore|north-4|yelehanka new town|32879|GKHPS NARASIPURA|Upper Primary|co-ed|kannada|8th Main Road, Vidyaranyapura Post|Narsipura|560097|Sri Krishna Bakery Right Road|276, 401 K, 401 M, 401 B
 bangalore|north-4|abbigere|33231|GKLPS SOMASHETTYHALLI|Lower Primary|co-ed|kannada|Chikka Banavara Post|Soma Shetty Halli|560090|Opposite Soma Shetty Halli Post|271 G, 250 F
 bangalore|south-1|kumbalagodu|31993|GKLPS TITTAHALLI|Lower Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Thittahalli|560060|Near Thittahalli Bus Stop|228 B, 401 L, 212 B
 bangalore|south-1|kumbalagodu|31994|GKLPS TIPPUR|Lower Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Thipuru|560060|Opposite Thipuru Bus Stop|288 A, 288 B, 288 C, 288 D
 bangalore|south-1|ganapathi halli|32111|GKLPS C K THANDYA|Lower Primary|co-ed|kannada|Ramohalli Post, Thavarekere Hobli, Bangalore|C.K.Thandya|560060|Infront Sevabhaya Temple|227 C, 227 R
 bangalore|south-1|basavanagudi|32339|GKLPS THYAGARAJNAGAR|Upper Primary|co-ed|kannada|K.S.Colony, 2nd Cross, 2nd Block|Thygarajnagar|560028|Near TR Nagar Bus Stop|31 E, 210 P
 bangalore|south-1|kengeri|32421|GKHPS H GOLLAHALLI|Upper Primary|co-ed|kannada|H. Gollahalli Main Road, Vidyapeeta Post, Kengeri Hobli, Bangalore|H. Gollahalli|560060|Infront H. Gollahalli Bus Stop|224, 224C, 224D
 bangalore|south-1|kengeri|32424|GKLPS ARUNDATHINAGARA|Lower Primary|co-ed|kannada|Kengeri Post, Kengeri Hobli, Bangalore|Arundhati Nagar|560060|Beside Sumana Clinic|
 bangalore|south-1|kengeri|32425|GKLPS CHENNAVEERANA PALYA|Lower Primary|co-ed|kannada|Vidyapeeta Post, Kengeri Hoblli, Bangalore|Chennaveera Play|560060|Near Kunt Maramma Temple|224
 bangalore|south-1|kengeri|32428|GKLPS HEMMIGEPURA|Lower Primary|co-ed|kannada|Hemmigepura Main Road, Vidyapeeta Post, Kengeri Hobli, Bangalore|Hemmigepura|560060|Beside Anjaneya Temple|224, 224D
 bangalore|south-1|kengeri|32434|GUHPS BEEDIWORKERS COLONY|Upper Primary|co-ed|urdu|Kengeri Upanagara, Kengeri Post, Kengeri Hobli, Bangalore|Beedi Workers Colony|560060|Near Beedi Workers Colony Bus Stop|221 D
 bangalore|south-1|kengeri|32436|GULPS VALAGEREHALLI|Lower Primary|co-ed|urdu|Kengeri Upanagara, Kengeri Post, Kengeri Hobli, Bangalore|Valagerehalli|560060|Near G.K.H.P.S Valagerehalli|222, 222 A, 401 K, 401 M, 500
 bangalore|south-1|doddagollarahatti|33033|GKLPS DODDABASTI|Lower Primary|co-ed|kannada|Ullal Upanagara Post, Kengeri Hobli, S-1|Doddabasti|560056|Near Doddabasti Bus Stop|223 G, 235 K
 bangalore|south-1|huluvenahalli|33046|GKLPS KALAYANAPALYA|Lower Primary|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Kalayyanapalya|562130||
 bangalore|south-1|sunkadakatte jantha colony|33060|GKLPS MUDDAYYANAPALYA (TAVAREKERE)|Lower Primary|co-ed|kannada|Ramohalli Post, Tavarekere Hobli, Bangalore|Muddayanapalya|562130|Near Ration Store (Nyayabele Angadi)|242 K, 227 J
 bangalore|south-1|sunkadakatte jantha colony|33062|GKLPS YALACHAGUPPE|Lower Primary|co-ed|kannada|Tavarekere To Kengeri Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Yalachaguppe|562130|Infront Yalachaguppe Bus Stop|242 FB
 bangalore|south-2|chamarajpet|32128|GKMPS PADARAYANAPURA|Model Primary|co-ed|kannada|1st Cross,Gori Palya Main Road,|Padarayana Pura|560026|Near Gori Palya Bus Stop|Tr,155,56
 bangalore|south-3|yellukunte|32643|GKHPS SINGASANDRA|Upper Primary|co-ed|kannada|Hosur Main Road, Singasandra Post, Begur Hoblie|Singasandra|560068|Behind Singasandra Bus Stop|360, 365, 341, 347
 bangalore|south-4|doddakanneli|32185|GKLPS VALEPURA|Lower Primary|co-ed|kannada|Varthur Post|Valepura|560087|Blue Colour Water Tank|328G, 328F, 328E
 bangalore|south-4|k r puram|32491|GKHPS TRIVENINAGARA|Upper Primary|co-ed|kannada|K R Puram Post|Triveni Nagar|560036|B,R,C Centre|300E,500,313
 bangalore|south-4|marathahalli|32684|GKLPS CHINAPPANAHALLI|Lower Primary|co-ed|kannada|marathahalli post|Chinappanahalli|560037|Opposite chinappanahalli bus stop|600,504,333D last stop
 bangalore|south-4|rammurthynagar|33328|GKLPS JAYANTI NAGAR|Lower Primary|co-ed|kannada|Ramamurthy Nagar Main Road, Horamavu Post|Jayanthi Nagar|560043|Near Ambedkar Statue|301 D, 303, 301, 303 C
 bangalore|north-1|ullalupanagara|33278|GKLPS SEEGEHALLI (ULLALUPANAGARA)|Lower Primary|co-ed|kannada|Kodigehalli Post,Yeshwanthpura Hobli, Bangalore|Seegehalli|560091|Beside Ashwath Katte|
 bangalore|north-4|chikkajala|33265|GKHPS NAVARATHNA AGRAHARA|Lower Primary|co-ed|kannada|Sadahalli Post, Jala Hobli, Bangalore|Navarathna Agrahara|562110|Near Navarathna Agrahara Bus Stop|297 F
 bangalore|north-4|chikkajala|33268|GKLPS BEGUR|Lower Primary|co-ed|kannada|B.K.Halli Post, Jala Hobli, Bangalore|Beguru|562157|Near Vrudhashrama|281 F, 281 G, 291 L, 401 J
 bangalore|north-4|mathahalli|33242|GKLPS NARASIPURA|Lower Primary|co-ed|kannada|Govindapura Main Road, Mathahalli, Dasanpura Hobli|Narasipura|562123|Infront of Narasipura Bus Stop|255 E-H
 bangalore|south-1|ramasandra|32538|GKLPS CHALLAGATTA|Lower Primary|co-ed|kannada|Kumbalagudu Post, Kengeri Post|Challeghatta|560074|Near Railway Gate|230 A, 230 B
 bangalore|south-3|begur|32010|GKLPS CHIKKABEGUR|Lower Primary|co-ed|kannada|Begur Post,Begur Hobli|Chikka Begur|560068|Near Chikka Begur Bus Stop|347C
 bangalore|south-4|jeevan bheema nagar|32388|GKLPS SRIRAMANAGAR|Lower Primary|co-ed|kannada|Old Airport Road,1st Cross,H A L Post,Bangalore|Sriramanagar|560017|Near Shiva Temple(kemp Post|329330
 bangalore|south-4|jeevan bheema nagar|32392|GKMPS JEEVAN BHIMA NAGAR|Model Primary|co-ed|kannada|11th Cross,10th Main road,Sec 11,Hal 3rd Stage,Bangalore|Jeevanbhima Nagar|560075|Near Ibp petrol Bunk|138,139,201,201G,201M
 bangalore|south-4|jeevan bheema nagar|32394|GKMPS VIMANAPURA|Model Primary|co-ed|kannada|H A L Hospital Road,New Thippasandra post,Bangalore|VIMANAPURA|560075|Opp s B I Bank Jeevanbhima nagar Branch|13139314
 bangalore|south-4|rammurthynagar|33315|GKLPS GM PALYA|Lower Primary|co-ed|kannada|1st Main road,New Thippasandra Post,bangalore|GM PALYA|560075|Bside Veeranjaneya Swamy Temple|
 bangalore|south-4|varthur|32912|GKMPS BELLANDUR|Lower Primary|co-ed|kannada|Bellanduru Post, Varthuru Hobli|Bellanduru|560103|Near Bellanduru Bus Stop|341
 bangalore|north-2|jalahalli|32165|GKMPS MATHIKERE|Model Primary|co-ed|kannada|||560054|behind mathikere bus stop|
 bangalore|south-1|srinagara|32635|GKHPS SHANKARAPURAM|Lower Primary|co-ed|kannada|||560020||
 bangalore|north-3|vasanthnagar|33138|GKLPS RG COLONY|Lower Primary|co-ed|kannada|||560051|csi stop|
 bangalore|south-1|basavanagudi|32341|GUHPS BASAVANAGUDI|Upper Primary|co-ed|urdu||bangalore|560004|vijiya college bus stop|
 bangalore|anekal|harappana halli|32623|GKLPS KORATAGEREDODDI|Lower Primary|co-ed|kannada|koratageredoddi ragihalli post anekal taluk||560083||
 bangalore|anekal|byagadadenahalli|32406|GKLPS DODDAHAGADE|Lower Primary|co-ed|kannada|Sidi Hosakote Main Road, Sidi Hosakote, Kasaba Hobli, Anekal Taluk, Bangalore|Doddahagade|562106|Compound Inside Eshwara Temple|361
 bangalore|anekal|byagadadenahalli|32407|GKLPS KAMMASANDRA AGRAHARA|Lower Primary|co-ed|kannada|Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Kammasandra Agrahara|562106|Beside Ashwath Katte|
 bangalore|anekal|chikkahosahalli|32522|GKLPS CHINNAYYANAPALYA (CHIKKAHOSAHALLI)|Lower Primary|co-ed|kannada|Indlawadi,Anekak Taluk,Kasba Hobli|Chinnayyapura|562106|Indlawadi Cross,Bannerghatta To Anekal Main Road|
 bangalore|anekal|chikkahosahalli|32524|GKLPS GOWRENAHALLI|Lower Primary|co-ed|kannada|Kasaba Hobli, Anekal Taluk, Sidi Hoskote|Gowrenahalli|562106|Gowrenahalli Bus Stop Opposite Road|232, 236
 bangalore|anekal|chikkahosahalli|32525|GKLPS HONNAKALASAPURA|Lower Primary|co-ed|kannada|Kasaba Hobli, Anekal Taluk, Sidi Hoskote|Honnakalasapura|562106|Honnakalasapura Bus Stop Opposite Road|232, 236
 bangalore|anekal|chikkahosahalli|32526|GKLPS INDILWADIPURA|Lower Primary|co-ed|kannada|Thamma Nayakana Halli Post, Anekal Thaluk, Kasab Hobli|Indalvadi Pura|562106|Opp Indalvadi Pura Bus Stop|KSRTC
 bangalore|anekal|chikkahosahalli|32527|GKLPS KADAJAKKANAHALLI|Lower Primary|co-ed|kannada|Indlawadi Post, Anekal Taluk, Kasba Hobli|Kadujakkanahalli|562106|Near Kadujakkanahalli Bus Stop|
 bangalore|anekal|chikkahosahalli|32528|GKLPS KARAKALAGHATTA|Lower Primary|co-ed|kannada|Thamma Nayakana Halli Post, Anekal Thaluk, Kasab Hobli|Karakalaghatta|562106|Near Kabaka Bus Stop|KSRTC
 bangalore|anekal|haragadde|32805|GKLPS DYAVASANDRA|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk, Jigani|Dyavasandra|560105|Near Anjaneya Temple|
 bangalore|anekal|sarjapura|32956|GKLPS KOTIGANAHALLI|Lower Primary|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk|Kotiganahalli|562125|Near Kotiganahalli Bus Stop|342 T
 bangalore|anekal|haragadde|32806|GKLPS N GOLAHALLI (HARAGADDE)|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk, Jigani|Nusenoor Gollahalli|560105|Jigani To Indlavadi Main Road|372A
 bangalore|anekal|haragadde|32807|GKLPS KUMBARANAHALLI|Lower Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Kumbarabahalli|560105|Kumbarabahalli Bus Stop Opposite Road|365P
 bangalore|anekal|huskuru|32856|GKLPS CHOODASANDRA|Lower Primary|co-ed|kannada|Huskuru Post, Anekal Taluk|Choodasandra|560099|Opposite Choodasandra Bus Stop|341B
 bangalore|anekal|hennagra|33441|GKLPS J HOSAHALLI|Lower Primary|co-ed|kannada|Hennagara Post, Anekla Taluk, Jigani Hobli, Bangalore|J. Hosahalli|562106|Near Anjaneya Temple|
 bangalore|anekal|hennagra|33442|GKLPS KACHANAYAKANAHALLI|Lower Primary|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Kachanayakana Halli|562106|Opp Kachanayakana Halli Milk Dairy|352, 352E
 bangalore|north-1|machohalli|32761|GKLPS GIDDENAHALLI (MACHOHALLI)|Lower Primary|co-ed|kannada|Kadabagere Post, Dasanpura Hobli|Gidenahalli|562130|Near Gidenahalli Bus Stop|242 N
 bangalore|anekal|huskuru|32857|GKLPS GHATTA HALLI|Lower Primary|co-ed|kannada|Huskuru Post, Anekal Taluk|Ghatta Halli|560099|Opposite Ghatta Halli Bus Stop|349B
 bangalore|anekal|huskuru|32858|GKLPS GOOLIMANGAL|Lower Primary|co-ed|kannada|Huskurur Post, Anekal Taluk|Goolimangal|560099|Behind Banyan Tree|No Bus
 bangalore|anekal|sabmangala|33427|GKLPS HALDENAHALLI|Lower Primary|co-ed|kannada|Anekal to Attibele Main 'Road, Bestamanahalli Post, Kasaba Post, Anekal Taluk, Bangalore|Haldenahalli|562106|Beside Anjaneya Swamy Temple|399 C
 bangalore|anekal|huskuru|32860|GKLPS KAGGALIPURA|Lower Primary|co-ed|kannada|Anekal Taluk, Huskuru Posts, Sarjapura Hobli|Kaggalipura|560099|Opposite Kaggalipura Bus Stop|349F, 349M
 bangalore|anekal|dommasandra|32921|GKLPS KADA AGRAHARA|Lower Primary|co-ed|kannada|Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Kada Agrahara|562125|Near Anjaneya & Rama Temple|342,342A,342F,342R,G3
 bangalore|anekal|mugaluru|33372|GKLPS HALASAHALLI|Lower Primary|co-ed|kannada|Gunjuru Post,Anekal taluk,Sarjapur Hobli|Halasa Halli|560087|Near Ashwath Kate|
 bangalore|anekal|mugaluru|33373|GKLPS HEGGONDANAHALLI|Lower Primary|co-ed|kannada|Gunjuru Post,Anekal taluk,Sarjapur Hobli|Hegondana Halli|560087|Near Hegondana Halli Bus Stop|328B,327A
 bangalore|anekal|mugaluru|33374|GKLPS JANATHA GONDANAHALLI|Lower Primary|co-ed|kannada|Muth Sandra Post,Anekal taluk,Sarjapur Hobli|Janth Gondana Halli|560082|Near  Janth Gondana Halli Bus Stop|329A,329B,323B,323J
 bangalore|anekal|mugaluru|33376|GKLPS KATHRIGUPPE|Lower Primary|co-ed|kannada|Neriga post,Anekal taluk,Sarjapur Hobli|Kathariguppe|562125|Behind Kathariguppe Bus Stop|323,F,J,C,K,L
 bangalore|anekal|nerlooru|33396|GKLPS GOPASANDRA|Lower Primary|co-ed|kannada|Chandapura To Dommasandra Main Road, Mutha Nallur Post, Sarjapura Hobli, Anekal Thaluk, Bangalore South|Gopasandra|560099|Opp Ashwath Katte|342B
 bangalore|anekal|nerlooru|33397|GKLPS ALI BOMMASANDRA|Lower Primary|co-ed|kannada|Main Circle, Muthanallur Post, Sarjapura Hobli, Anekal Taluk, Bangalore South|Alibommasandra|560099|Opposite Anjaneya Temple|350, 350 B
 bangalore|anekal|nerlooru|33398|GKLPS KOMMASANDRA|Lower Primary|co-ed|kannada|Dinne, Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Kommasandra|562125|Near Mariyamma Temple|342N
 bangalore|anekal|sabmangala|33417|GKLPS GANDHINAGAR (SABMANGALA)|Lower Primary|co-ed|kannada|Samandur Road & Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|S.Gandhi Nagar|562106||
 bangalore|anekal|sabmangala|33418|GKLPS GUDDNAHALLI|Lower Primary|co-ed|kannada|Anekal To Hosur Road, Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Guddanahalli|562106|Infront Ashwath Katte|
 bangalore|anekal|sabmangala|33419|GKLPS HOMPALAGHATTA|Lower Primary|co-ed|kannada|Samandur Panchayath, Venkanahalli Post, Kasaba Hobli, Anekal Taluk, Bangalore|Hompalaghatta|562106|Beside Anjaneya Temple|
 bangalore|anekal|hennagra|33440|GKLPS HINNAKKI|Lower Primary|co-ed|kannada|Hennagara Post, Anekla Taluk, Jigani Hobli, Bangalore|Hinnakki|562106|Opposite Hinnakki Milk Dairy|353
 bangalore|anekal|mugaluru|33370|GKLPS DODDATHIMMASANDRA|Lower Primary|co-ed|kannada|Sarjapur Post, Anekal Taluk,|Dodda Thimmasandra|562125|Near Sarjapur Post, Anekal Taluk,  Bus Stop|342L
 bangalore|north-4|bagalur|32036|GKHPS BANDIKODIGEHALLI|Upper Primary|co-ed|kannada|B.K.Halli Post, Chikajala Hobli, Bangalore North|Bandikodigehalli|562149|Opp Big Water Tank|293F
 bangalore|north-4|bagalur|32037|GKLPS CHOKKANAHALLI|Lower Primary|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangalore North - 4|Chokkana Halli|562149|Near Muneshwara Temple|289J
 bangalore|south-4|immadihalli|33332|GKMPS KADUGODI|Model Primary|co-ed|kannada|Babuji Circle, Kadugodi Post, Bidarahalli Hobli, Bangalore South|Kadugodi|560067|Infront Ayyappa Swamy Temple|328 B, 329
 bangalore|north-4|bagalur|32041|GKHPS SINGHAHALLI|Upper Primary|co-ed|kannada|Singhahalli Main Road, Budigere Post, Chikkajala Hobli, Bangalore North|Singhahalli|562149|Near Reshme Ilake Office|216B,216D,293D,289B
 bangalore|north-4|bagalur|32050|GUHPS RAZAQPALYA|Upper Primary|co-ed|urdu|Bagaluru Post, Chikkajala Hobli, Bangalore North - 4|Razaq Playa|562149|Near Msjid|289D, 290R, 293, 293R, 401J
 bangalore|north-4|dodda bylagere|32277|GKMPS CHIKKA BANAVARA|Upper Primary|co-ed|kannada|Chikkabanavara Post, N-4|Chikkabanavara|560090|Infront of Chikkabanavara Bus Stop|250 A, 250 Z
 bangalore|north-4|kakolu|32572|GKHPS KAMAKSHIPURA|Lower Primary|co-ed|kannada|Byatha Post, Hesaraghatta Hobli|Kamakshipura|560089|Opposite Kamakshipura Bus Stop|285L, 406, 409
 bangalore|north-4|yelehanka old town|32932|GKLPS AVALAHALLI (RAJANA KUNTE)|Lower Primary|co-ed|kannada|Singanayakanahalli Post, Yelahanka Hobli|Avalahalli|560064|Opposite Avalahalli Bus Stop|285M, G, E, F, H
 bangalore|north-4|maralukunte|33192|GKHPS MARENAHALLI (BAGLURU)|Upper Primary|co-ed|kannada|Bagaluru Post, Chikkajala Hobli, Bangalore North 4|Marenahalli|562149|Beside Aswath Katte And Infront Ganesha Tempale|289
 bangalore|north-4|mathahalli|33238|GKHPS TORENAGASANDRA|Upper Primary|co-ed|kannada|Mathahalli Post, Dasanapura Hobli, N-4|Torenagasandra|562123|Near Torenagasandra Bus Stop|253 D, 253 M
 bangalore|north-4|maralukunte|33191|GKHPS MARALAKUNTE|Upper Primary|co-ed|kannada|Bagalur To Budigere Main Road, Bagalur Post, Chikkajala Hobli, Bangalore North|Maralakunte|562149|Near Anjeneya & Pattalamma Temple|289
 bangalore|south-1|srinagara|32638|GMPS SRINAGARA|Model Primary|co-ed|kannada|Sringar Post|Sringar|560050|Near Srinidhi School|36, TR 12, 91, 201, 37
 bangalore|south-1|kaggalipura|32726|GKLPS NELAGULI|Lower Primary|co-ed|kannada|Kanakapura Main Road, Bohlare Post, Uttarahalli Hobli, Bangalore South|Nelaguli|560082|Near Dirt Mania|211E, 211G
 bangalore|south-1|kaggalipura|32728|GKLPS SADHANAPALYA|Lower Primary|co-ed|kannada|Kanakapura Main Road, Bohlare Post, Uttarahalli Hobli, Bangalore South|Sadhanapalya|560082|Near Onety Mane Bus Stop|213R
 bangalore|south-1|kaggalipura|32730|GKHPS SOMANAHALLI|Upper Primary|co-ed|kannada|Kanakapura Main Road, Somanahalli Post, Uttarahalli Hobli, Bangalore South|Somanahalli|560082|Opp Government Ayurvedic Hospital|211, 211B, 211H
 bangalore|south-1|uttara halli|32821|GKHPS UTTARAHALLI|Upper Primary|co-ed|kannada|Utthara Halli Subramanya Pura post,Bangalore|Utthara Halli|560061|Near  Utthara Halli Bus Stop|210F,210D,375
 bangalore|south-1|vajara halli|32866|GKMPS TALAGATTAPURA|Upper Primary|co-ed|kannada|Kanakapura Main Road|Talagattapura|560062|Opposite Talagattapura Bus Stop|211, 212, 213
 bangalore|south-1|doddagollarahatti|33030|GKLPS DUBASIPALYA|Lower Primary|co-ed|kannada|R.V Collage Post, Kengeri Hobli, Bangalore|Dubbasipalya|560059|Near Muttu Mariamma Temple|
 bangalore|south-4|channasandra|32059|GKLPS BANDAPURA (CHANNASANDRA)|Lower Primary|co-ed|kannada|Hosakote Road, Virgonagar Post, Bidarahalli Hobli, Bangalore|Bandapura|560049|Opposite Patela Ajanappa House|315, 317
 bangalore|south-4|channasandra|32061|GKLPS BEVINAMARA COLONY|Lower Primary|co-ed|kannada|Kadugodi Main Road, Kannamangala Post, Bidarahalli Hobli, Bangalore|Bevinamara Colony|560067|Opposite St.Antony Church|328, 329, 399
